cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,nwspol,netusoft,netuse,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgv,psppsgva,actrolg,actrolga,psppipl,psppipla,cptppol,cptppola,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,pstplonl,hmsfmlsh,hmsacld,prtvtat,prtvtaat,prtvtbat,prtvtcat,prtvtbe,prtvtabe,prtvtbbe,prtvtcbe,prtvtdbe,prtvtbg,prtvtabg,prtvtbbg,prtvtcbg,prtvtdbg,prtvtch,prtvtach,prtvtbch,prtvtcch,prtvtdch,prtvtech,prtvtfch,prtvtgch,prtvtcy,prtvtacy,prtvtbcy,prtvtcz,prtvtacz,prtvtbcz,prtvtccz,prtvtdcz,prtvtecz,prtvde1,prtvade1,prtvbde1,prtvcde1,prtvdde1,prtvede1,prtvde2,prtvade2,prtvbde2,prtvcde2,prtvdde2,prtvede2,prtvtdk,prtvtadk,prtvtbdk,prtvtcdk,prtvtddk,prtvtee,prtvtaee,prtvtbee,prtvtcee,prtvtdee,prtvteee,prtvtfee,prtvtgee,prtvtes,prtvtaes,prtvtbes,prtvtces,prtvtdes,prtvtees,prtvtfi,prtvtafi,prtvtbfi,prtvtcfi,prtvtdfi,prtvtfr,prtvtafr,prtvtbfr,prtvtcfr,prtvtdfr,prtvtgb,prtvtagb,prtvtbgb,prtvtcgb,prtvtgr,prtvtagr,prtvtbgr,prtvtcgr,prtvthr,prtvtahr,prtvthu,prtvtahu,prtvtbhu,prtvtchu,prtvtdhu,prtvtehu,prtvtfhu,prtvtie,prtvtaie,prtvtbie,prtvtcie,prtvtil,prtvtail,prtvtbil,prtvtcil,prtvtis,prtvtais,prtvtbis,prtvtcis,prtvtit,prtvtait,prtvtbit,prtvtcit,prtvlt1,prtvalt1,prtvblt1,prtvlt2,prtvalt2,prtvblt2,prtvlt3,prtvalt3,prtvblt3,prtvtlu,prtvtlv,prtvtalv,prtvtnl,prtvtanl,prtvtbnl,prtvtcnl,prtvtdnl,prtvtenl,prtvtfnl,prtvtgnl,prtvtno,prtvtano,prtvtbno,prtvtpl,prtvtapl,prtvtbpl,prtvtcpl,prtvtdpl,prtvtpt,prtvtapt,prtvtbpt,prtvtcpt,prtvtru,prtvtaru,prtvtbru,prtvtcru,prtvtdru,prtvtse,prtvtase,prtvtbse,prtvtcse,prtvtsi,prtvtasi,prtvtbsi,prtvtcsi,prtvtdsi,prtvtesi,prtvtfsi,prtvtsk,prtvtask,prtvtbsk,prtvtcsk,prtvtdsk,prtvttr,prtvtatr,prtvtua,prtvtaua,prtvtbua,prtvtcua,prtclat,prtclaat,prtclcat,prtcldat,prtclbe,prtclabe,prtclbbe,prtclcbe,prtcldbe,prtclbg,prtclabg,prtclbbg,prtclcbg,prtcldbg,prtclch,prtclach,prtclbch,prtclcch,prtcldch,prtclech,prtclfch,prtclgch,prtclcy,prtclacy,prtclbcy,prtclcz,prtclacz,prtclbcz,prtclccz,prtcldcz,prtclecz,prtclde,prtclade,prtclbde,prtclcde,prtcldde,prtclede,prtcldk,prtcladk,prtclbdk,prtclcdk,prtclddk,prtclee,prtclaee,prtclbee,prtclcee,prtcldee,prtcleee,prtclfee,prtclgee,prtcles,prtclaes,prtclbes,prtclces,prtcldes,prtclees,prtclfes,prtclfi,prtclafi,prtclbfi,prtclcfi,prtcldfi,prtclefi,prtclfr,prtclafr,prtclbfr,prtclcfr,prtcldfr,prtclefr,prtclffr,prtclgb,prtclagb,prtclbgb,prtclcgb,prtclgr,prtclagr,prtclbgr,prtclcgr,prtclhr,prtclahr,prtclhu,prtclahu,prtclbhu,prtclchu,prtcldhu,prtclehu,prtclfhu,prtclghu,prtclie,prtclaie,prtclbie,prtclcie,prtcldie,prtcleie,prtclil,prtclail,prtclbil,prtclcil,prtcldil,prtclis,prtclais,prtclbis,prtclcis,prtclit,prtclait,prtclbit,prtclcit,prtcldit,prtcllt,prtclalt,prtclblt,prtcllu,prtcllv,prtclalv,prtclnl,prtclanl,prtclbnl,prtclcnl,prtcldnl,prtclenl,prtclfnl,prtclno,prtclano,prtclbno,prtclpl,prtclapl,prtclbpl,prtclcpl,prtcldpl,prtclepl,prtclfpl,prtclgpl,prtclhpl,prtclpt,prtclapt,prtclbpt,prtclcpt,prtcldpt,prtclept,prtclru,prtclaru,prtclbru,prtclcru,prtcldru,prtclse,prtclase,prtclbse,prtclcse,prtclsi,prtclasi,prtclbsi,prtclcsi,prtcldsi,prtclesi,prtclfsi,prtclsk,prtclask,prtclbsk,prtclcsk,prtcldsk,prtcltr,prtclatr,prtclua,prtclaua,prtclbua,prtclcua,prtcldua,prtmbat,prtmbaat,prtmbbe,prtmbabe,prtmbbbe,prtmbcbe,prtmbbg,prtmbabg,prtmbbbg,prtmbch,prtmbach,prtmbbch,prtmbcch,prtmbcy,prtmbcz,prtmbacz,prtmbbcz,prtmbde,prtmbade,prtmbbde,prtmbcde,prtmbdk,prtmbadk,prtmbbdk,prtmbee,prtmbaee,prtmbbee,prtmbcee,prtmbes,prtmbaes,prtmbbes,prtmbfi,prtmbafi,prtmbbfi,prtmbfr,prtmbafr,prtmbbfr,prtmbcfr,prtmbgb,prtmbagb,prtmbgr,prtmbagr,prtmbbgr,prtmbcgr,prtmbhr,prtmbhu,prtmbahu,prtmbbhu,prtmbchu,prtmbie,prtmbaie,prtmbbie,prtmbil,prtmbail,prtmbbil,prtmbit,prtmbait,prtmblu,prtmbnl,prtmbanl,prtmbbnl,prtmbcnl,prtmbno,prtmbano,prtmbpl,prtmbapl,prtmbbpl,prtmbcpl,prtmbdpl,prtmbpt,prtmbapt,prtmbbpt,prtmbru,prtmbaru,prtmbbru,prtmbse,prtmbase,prtmbsi,prtmbasi,prtmbbsi,prtmbcsi,prtmbsk,prtmbask,prtmbbsk,prtmbtr,prtmbatr,prtmbua,prtmbaua,prtmbbua,prtmbcua,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,gndr16,gndr17,gndr18,yrbrn,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,yrbrn16,yrbrn17,yrbrn18,rship2,rshipa2,rship3,rshipa3,rship4,rshipa4,rship5,rshipa5,rship6,rshipa6,rship7,rshipa7,rship8,rshipa8,rship9,rshipa9,rship10,rshipa10,rship11,rshipa11,rship12,rshipa12,rship13,rshipa13,rship14,rshipa14,rship15,rshipa15,rship16,rshipa16,rship17,rshipa17,rship18,rshipa18,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
BE,ESS1-9e01,1.0,10.12.2020,28506,ESS9e03,9,3,37226,1.01401138305664,1.06738567352295,0.535633673,0.571727708816676,,,,,,,120,5,,180,3,1,0,4,,1,,4,,1,,2,,,0,3,1,0,0,4,5,1,1,1,2,2,1,2,1,1,3,,2,10,0,1,1,6,6,2,3,,,1,1,1,1,7,8,7,2,3,3,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,2,6,6,6,6,6,6,,,,,,,,,1971,47,1974,2000,2010,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,6,2,4,3,1,6,1,1,2,1,1,4,6,4,1,4,2,1,2,4
BE,ESS1-9e01,1.0,10.12.2020,28507,ESS9e03,9,3,37273,0.995381355285645,0.796785771846771,0.535633673,0.426785289568426,,,,,,,120,5,,30,8,8,7,1,,4,,3,,3,,2,,,6,6,7,7,8,8,7,1,2,2,2,2,2,2,2,1,1,,5,8,8,9,7,8,8,3,1,,,4,7,7,3,6,7,7,1,4,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2,2,6,6,6,6,6,6,,,,,,,,,1962,56,1966,1997,1999,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,3,3,2,2,3,2,2,3,1,1,2,3,1,3,2,2,2,2,2,2
BE,ESS1-9e01,1.0,10.12.2020,28508,ESS9e03,9,3,37276,1.0120050907135,0.925836086273193,0.535633673,0.495908983486455,,,,,,,15,3,,6666,8,7,7,3,,1,,1,,1,,1,,,5,7,7,4,3,4,5,1,2,2,2,2,2,2,2,2,6,,3,8,7,5,5,6,7,2,2,,,5,1,2,2,7,5,5,2,5,2,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1969,49,1939,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,3,3,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,4,5,3,5,3,4,3,3,2,2,3,3,4,4,5,3,3,2,4,3,3
BE,ESS1-9e01,1.0,10.12.2020,28509,ESS9e03,9,3,37308,1.00345325469971,1.32261514663696,0.535633673,0.70843720895859,,,,,,,120,5,,600,6,6,7,4,,3,,1,,1,,4,,,4,7,5,5,4,6,5,1,2,2,2,2,2,2,2,2,6,,5,7,7,5,5,7,7,2,2,,,0,1,1,1,5,8,7,1,2,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,1,6,6,6,6,6,6,,,,,,,,,1991,27,1961,1965,2002,6666,6666,6666,6666,6666,6666,,,,,,,,,3,3,3,3,4,4,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,5,5,2,2,2,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,2
BE,ESS1-9e01,1.0,10.12.2020,28510,ESS9e03,9,3,37341,1.00345325469971,1.32261514663696,0.535633673,0.70843720895859,,,,,,,20,5,,150,5,5,6,4,,2,,1,,2,,1,,,88,7,8,4,88,88,88,2,1,2,1,2,2,2,2,2,6,,88,6,6,88,8,9,8,1,4,,,88,2,2,2,8,7,8,2,1,5,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,6,6,6,6,6,6,6,,,,,,,,,1997,21,1991,2003,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,4,4,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,3,1,2,1,1,1,2,2,4,1,2,1,1,1,1,3,1,2,2,1
BE,ESS1-9e01,1.0,10.12.2020,28511,ESS9e03,9,3,37369,1.00345325469971,0.772787094116211,0.535633673,0.413930789668463,,,,,,,15,1,,6666,6,4,3,1,,1,,2,,1,,2,,,2,3,7,4,4,5,6,1,2,2,1,2,2,2,2,1,2,,0,7,5,4,4,7,7,1,1,,,5,2,2,3,3,3,5,2,5,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,6,6,6,6,6,6,6,6,,,,,,,,,1944,74,1945,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,5,1,5,2,3,2,2,2,5,1,1,6,2,6,1,6,1,2,3,4
BE,ESS1-9e01,1.0,10.12.2020,28512,ESS9e03,9,3,37387,1.00980389118195,1.40348446369171,0.535633673,0.751753538285627,,,,,,,90,5,,30,4,5,5,1,,1,,1,,2,,1,,,3,0,6,0,0,0,7,1,2,2,2,2,2,2,2,1,2,,8,8,2,3,0,8,9,5,3,,,2,4,3,3,0,1,1,2,5,4,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,6,6,6,6,6,6,6,,,,,,,,,1944,74,1948,1973,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,4,2,3,1,2,3,2,1,2,2,1,2,1,5,2,2,1,2,1,3
BE,ESS1-9e01,1.0,10.12.2020,28513,ESS9e03,9,3,37400,1.00277721881866,1.06084370613098,0.535633673,0.56822361079387,,,,,,,560,5,,330,7,10,1,3,,1,,5,,1,,5,,,6,6,8,0,0,0,0,1,2,2,2,2,2,2,2,1,2,,9,9,9,9,0,0,9,5,1,,,9,1,2,2,9,9,9,2,5,1,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,6,6,6,6,6,6,6,,,,,,,,,1962,56,1961,1998,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,5,1,1,6,1
BE,ESS1-9e01,1.0,10.12.2020,28514,ESS9e03,9,3,37479,0.997431874275208,1.06620049476624,0.535633673,0.571092887166056,,,,,,,15,1,,6666,4,3,5,3,,1,,1,,1,,1,,,1,2,4,1,2,0,0,1,2,2,2,2,2,2,2,2,6,,5,4,5,5,5,5,8,1,1,,,5,2,2,2,5,4,2,2,5,1,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,6,6,6,6,6,6,6,,,,,,,,,1937,81,1936,1963,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,3,2,3,2,4,4,2,2,4,4,2,3,8,4,4,3,2,2,3,3
BE,ESS1-9e01,1.0,10.12.2020,28515,ESS9e03,9,3,37494,0.995381414890289,1.23280346393585,0.535633673,0.660331047475083,,,,,,,60,5,,60,5,5,6,1,,3,,4,,4,,3,,,5,6,7,7,6,5,5,1,1,1,1,1,1,2,2,1,1,,6,8,7,7,7,8,8,2,2,,,5,3,3,2,4,6,6,1,5,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1958,60,1958,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,1,2,2,2,2,3,2,2,1,1,2,1,1,2,2,3,2,1,2,2
BE,ESS1-9e01,1.0,10.12.2020,28516,ESS9e03,9,3,37572,1.00345325469971,0.958415687084198,0.535633673,0.513359714733728,,,,,,,20,5,,120,8,8,8,3,,4,,2,,4,,2,,,8,9,8,7,7,8,8,2,8,2,1,2,1,2,2,2,6,,4,8,8,7,8,7,8,2,1,,,8,1,1,1,6,8,5,2,5,1,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,2,6,6,6,6,6,6,,,,,,,,,1998,20,1969,1969,2000,6666,6666,6666,6666,6666,6666,,,,,,,,,3,3,3,3,4,4,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,4,5,2,3,5,1,4,2,4,3,2,2,3,4,2,3,3,2,2,3,2
BE,ESS1-9e01,1.0,10.12.2020,28517,ESS9e03,9,3,37579,0.995381414890289,0.796785950660706,0.535633673,0.42678538534719,,,,,,,60,5,,60,7,9,5,2,,1,,1,,1,,1,,,0,5,7,1,1,3,5,3,2,2,2,2,2,2,2,2,6,,7,9,7,88,3,5,7,1,2,,,10,2,2,2,7,8,6,2,5,3,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1934,84,1935,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,5,2,5,2,2,2,2,2,2,2,1,2,1,5,4,2,1,1,5,2
BE,ESS1-9e01,1.0,10.12.2020,28518,ESS9e03,9,3,37611,1.01401138305664,1.02864623069763,0.535633673,0.550977558766178,,,,,,,1,5,,330,6,6,2,4,,4,,1,,3,,2,,,10,7,7,5,5,7,8,3,2,2,2,2,2,2,2,1,2,,3,8,7,6,6,6,9,1,1,,,5,1,1,2,7,10,6,2,5,1,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,1,6,6,6,6,6,6,,,,,,,,,1997,21,1960,1964,1993,6666,6666,6666,6666,6666,6666,,,,,,,,,3,3,3,3,4,4,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,3,1,2,2,1,3,2,1,2,2,1,1,1,1,4,5,1,2,5,2
